FULL_ADDRESS,RENT_PER_MONTH,BEDS,BATHS,SQUARE_FEET,RENT_PRICE_PER_SQFT,STREET,CITY,ZIP_CODE,LATITUDE,LONGITUDE,RENT_TOTAL_COST_AFTER_30_YEARS
"860 E Valley Blvd Unit 215, San Gabriel, CA 91776","$3,600.00",2,2,"1,137",$3.17,E Valley Blvd Unit 215,San Gabriel,91776,34.0800217,-118.0881327,"$2,335,320.24"
"411 E Broadway Unit 10, San Gabriel, CA 91776","$2,045.00",1,1,620,$3.30,E Broadway Unit 10,San Gabriel,91776,34.0995647,-118.0951262,"$1,326,591.64"
"311 San Marcos St Unit 319N, San Gabriel, CA 91776","$1,570.00",0,1,400,$3.93,San Marcos St Unit 319N,San Gabriel,91776,34.0976975,-118.1110726,"$1,018,459.10"
"1070 E Broadway Unit A, San Gabriel, CA 91776","$3,200.00",2,1,"1,139",$2.81,E Broadway Unit A,San Gabriel,91776,34.0988642,-118.0844019,"$2,075,840.21"
"411 E Broadway Unit 1, San Gabriel, CA 91776","$2,895.00",3,2,"1,000",$2.90,E Broadway Unit 1,San Gabriel,91776,34.0995647,-118.0951262,"$1,877,986.69"
"346 San Marcos St Unit 8, San Gabriel, CA 91776","$2,600.00",2,2,900,$2.89,San Marcos St Unit 8,San Gabriel,91776,34.0966006,-118.1101606,"$1,686,620.17"
"420 E Broadway Unit 426A, San Gabriel, CA 91776","$2,500.00",2,1,550,$4.55,E Broadway Unit 426A,San Gabriel,91776,34.0988607,-118.094538,"$1,621,750.17"
"1519 Prospect Ave, San Gabriel, CA 91776",$980.00,1,1,450,$2.18,Prospect Ave,San Gabriel,91776,34.0813484,-118.1056245,"$635,726.06"
"860 E Valley Blvd Unit 408, San Gabriel, CA 91776","$3,800.00",2,2,"1,137",$3.34,E Valley Blvd Unit 408,San Gabriel,91776,34.0800217,-118.0881327,"$2,465,060.25"
"860 E Valley Blvd Unit 308, San Gabriel, CA 91776","$3,700.00",2,2,"1,137",$3.25,E Valley Blvd Unit 308,San Gabriel,91776,34.0800217,-118.0881327,"$2,400,190.25"
"6933 Rosemead Blvd Unit 35, San Gabriel, CA 91775","$1,900.00",1,1,515,$3.69,Rosemead Blvd Unit 35,San Gabriel,91775,34.1238941,-118.0735346,"$1,232,530.13"
"309 E Live Oak St Unit B, San Gabriel, CA 91776","$1,980.00",1,1,613,$3.23,E Live Oak St Unit B,San Gabriel,91776,34.1015752,-118.0966078,"$1,284,426.13"
"6343 Rosemead Blvd Unit A-120, San Gabriel, CA 91775","$1,870.00",1,1,365,$5.12,Rosemead Blvd Unit A-120,San Gabriel,91775,34.1147477,-118.0739938,"$1,213,069.12"
"859 Marlbank Pl, Paso Robles, CA 93446","$3,300.00",3,3,"1,500",$2.20,Marlbank Pl,Paso Robles,93446,35.6256542,-120.6706397,"$2,140,710.22"
"533 28th St, Paso Robles, CA 93446","$3,100.00",2,1,841,$3.69,28th St,Paso Robles,93446,35.6434936,-120.6944182,"$2,010,970.21"
"859 Sycamore Canyon Rd, Paso Robles, CA 93446","$4,000.00",4,3,"1,800",$2.22,Sycamore Canyon Rd,Paso Robles,93446,35.6048934,-120.6447291,"$2,594,800.26"
"131 Via Camelia, Paso Robles, CA 93446","$3,500.00",3,3,"2,124",$1.65,Via Camelia,Paso Robles,93446,35.6350224,-120.6801341,"$2,270,450.23"
"129 Olive St, Paso Robles, CA 93446","$3,050.00",2,2,960,$3.18,Olive St,Paso Robles,93446,35.6158172,-120.6958906,"$1,978,535.20"
"1738 Shepherd Dr, Paso Robles, CA 93446","$2,400.00",2,1,826,$2.91,Shepherd Dr,Paso Robles,93446,35.6093228,-120.648296,"$1,556,880.16"
"1120 Chestnut St, Paso Robles, CA 93446","$3,700.00",3,2,"1,104",$3.35,Chestnut St,Paso Robles,93446,35.625698,-120.6960834,"$2,400,190.25"
"177 Pacific Ave, Paso Robles, CA 93446","$3,275.00",2,1,858,$3.82,Pacific Ave,Paso Robles,93446,35.6205926,-120.6967364,"$2,124,492.72"
"1049 Tranquil Hills Ct, Paso Robles, CA 93446","$3,795.00",4,2,"2,349",$1.62,Tranquil Hills Ct,Paso Robles,93446,35.6259898,-120.6642796,"$2,461,816.75"
"1742 Marigold Ln, Paso Robles, CA 93446","$2,575.00",2,2,"1,088",$2.37,Marigold Ln,Paso Robles,93446,35.6081771,-120.6437935,"$1,670,402.67"
"1260 Lana St, Paso Robles, CA 93446","$3,500.00",3,2,"1,586",$2.21,Lana St,Paso Robles,93446,35.6197363,-120.6603761,"$2,270,450.23"
"1119 Parkview Ln, Paso Robles, CA 93446","$2,795.00",2,2,"1,200",$2.33,Parkview Ln,Paso Robles,93446,35.609796,-120.6421485,"$1,813,116.69"
"240 Spring St, Paso Robles, CA 93446","$2,250.00",2,1,750,$3.00,Spring St,Paso Robles,93446,35.6171005,-120.6902408,"$1,459,575.15"
"1824 Southview Cir, Paso Robles, CA 93446","$2,600.00",2,2,"1,108",$2.35,Southview Cir,Paso Robles,93446,35.6066262,-120.6425624,"$1,686,620.17"
"1902 Mesa Rd, Paso Robles, CA 93446","$3,750.00",4,3,"1,900",$1.97,Mesa Rd,Paso Robles,93446,35.6427146,-120.6626559,"$2,432,625.25"
"1530 Via Arroyo, Paso Robles, CA 93446","$3,400.00",3,2,"1,943",$1.75,Via Arroyo,Paso Robles,93446,35.6327662,-120.677483,"$2,205,580.23"
"23 Green Ct, Paso Robles, CA 93446","$2,800.00",2,3,"1,749",$1.60,Green Ct,Paso Robles,93446,35.6081489,-120.659784,"$1,816,360.19"
"3045 E Highway 41, Paso Robles, CA 93446","$3,500.00",4,3,"2,000",$1.75,E Highway 41,Paso Robles,93446,35.5750499,-120.4492478,"$2,270,450.23"
"1805 Oak St, Paso Robles, CA 93446","$3,200.00",3,2,"1,350",$2.37,Oak St,Paso Robles,93446,35.6330103,-120.6934818,"$2,075,840.21"
"2235 Vine St, Paso Robles, CA 93446","$2,900.00",3,2,"1,050",$2.76,Vine St,Paso Robles,93446,35.6372472,-120.6952439,"$1,881,230.19"
"3018 Spring St, Paso Robles, CA 93446","$2,300.00",2,1,"1,500",$1.53,Spring St,Paso Robles,93446,35.6462447,-120.6927562,"$1,492,010.15"
"1415 Chestnut St, Paso Robles, CA 93446","$4,600.00",5,3,"2,696",$1.71,Chestnut St,Paso Robles,93446,35.6287871,-120.6968237,"$2,984,020.30"
"534 Playa Cir, Paso Robles, CA 93446","$3,200.00",3,3,"1,497",$2.14,Playa Cir,Paso Robles,93446,35.6453205,-120.6796578,"$2,075,840.21"
"321 Oak Hill Rd, Paso Robles, CA 93446","$3,200.00",3,3,"1,511",$2.12,Oak Hill Rd,Paso Robles,93446,35.6142311,-120.6773808,"$2,075,840.21"
"7600 Chimney Rock Rd, Paso Robles, CA 93446","$2,200.00",2,1,700,$3.14,Chimney Rock Rd,Paso Robles,93446,35.6720099,-120.8412867,"$1,427,140.15"
"4295 Union Rd, Paso Robles, CA 93446","$4,900.00",4,4,"1,732",$2.83,Union Rd,Paso Robles,93446,35.6284508,-120.6189132,"$3,178,630.32"
"418 11th St Unit 1034, Paso Robles, CA 93446","$2,800.00",3,2,"2,500",$1.12,11th St Unit 1034,Paso Robles,93446,35.6253026,-120.6946482,"$1,816,360.19"
"321 Montebello Oaks Dr, Paso Robles, CA 93446","$3,500.00",3,2,"2,187",$1.60,Montebello Oaks Dr,Paso Robles,93446,35.6405289,-120.6700886,"$2,270,450.23"
"3041 Spring St Unit 3041-14, Paso Robles, CA 93446","$1,600.00",1,1,500,$3.20,Spring St Unit 3041-14,Paso Robles,93446,35.6368759,-120.6545022,"$1,037,920.11"
"1550 Chabot Ct, Eureka, CA 95503","$3,200.00",3,3,"1,885",$1.70,Chabot Ct,Eureka,95503,40.7578909,-124.1529889,"$2,075,840.21"
"2302 Albee St, Eureka, CA 95501","$1,500.00",3,3,"1,399",$1.07,Albee St,Eureka,95501,40.7869553,-124.1764101,"$973,050.10"
"1686 Quaker St, Eureka, CA 95501","$2,150.00",3,1,940,$2.29,Quaker St,Eureka,95501,40.7939711,-124.126485,"$1,394,705.14"
"1538 R St, Eureka, CA 95501","$2,290.00",3,1,"1,450",$1.58,R St,Eureka,95501,40.7948152,-124.151252,"$1,485,523.15"
"5324 Pinecrest Ct, Eureka, CA 95503","$2,190.00",3,2,"1,610",$1.36,Pinecrest Ct,Eureka,95503,40.7572218,-124.1766294,"$1,420,653.15"
"135 W Grant St, Eureka, CA 95501","$2,050.00",3,2,"2,100",$0.98,W Grant St,Eureka,95501,40.7971931,-124.1727546,"$1,329,835.14"
"4754 Kincaid Ct, Eureka, CA 95503","$2,300.00",3,2,"1,600",$1.44,Kincaid Ct,Eureka,95503,40.7641213,-124.1732436,"$1,492,010.15"
"193 Dana Ln, Eureka, CA 95503","$2,550.00",4,2,"1,800",$1.42,Dana Ln,Eureka,95503,40.7713081,-124.0682376,"$1,654,185.17"
"6425 Elk River Rd, Eureka, CA 95503","$1,750.00",2,2,"1,100",$1.59,Elk River Rd,Eureka,95503,40.7305153,-124.1719261,"$1,135,225.12"
"5574 Country Ln Unit Duplex 1/1, Eureka, CA 95503","$1,500.00",1,1,750,$2.00,Country Ln Unit Duplex 1/1,Eureka,95503,40.7904516,-124.1600775,"$973,050.10"
"730 I St Unit 5, Eureka, CA 95501","$1,490.00",2,1,"1,000",$1.49,I St Unit 5,Eureka,95501,40.8000315,-124.1624523,"$966,563.10"
"5574 Country Ln Unit Duplex 2/1, Eureka, CA 95503","$1,700.00",2,1,"1,000",$1.70,Country Ln Unit Duplex 2/1,Eureka,95503,40.8048864,-124.1632812,"$1,102,790.11"
"2150 Tydd St Unit B, Eureka, CA 95501","$1,550.00",2,2,"1,000",$1.55,Tydd St Unit B,Eureka,95501,40.8011259,-124.1469232,"$1,005,485.10"
"606 8th St Unit 2, Eureka, CA 95501","$1,500.00",2,1,850,$1.76,8th St Unit 2,Eureka,95501,40.79948,-124.1639977,"$973,050.10"
"2304 Union St Unit 6, Eureka, CA 95501","$1,250.00",2,1,950,$1.32,Union St Unit 6,Eureka,95501,40.7868907,-124.1753631,"$810,875.08"
"18633 Stallion Dr, Red Bluff, CA 96080","$2,250.00",3,2,"2,080",$1.08,Stallion Dr,Red Bluff,96080,40.2254261,-122.3447995,"$1,459,575.15"
"14630 Saint Croy Rd, Red Bluff, CA 96080","$3,200.00",4,3,"3,000",$1.07,Saint Croy Rd,Red Bluff,96080,40.2204496,-122.3271043,"$2,075,840.21"
"615 Cowles Ave, Red Bluff, CA 96080","$1,425.00",2,1,"1,000",$1.43,Cowles Ave,Red Bluff,96080,40.1721837,-122.2435751,"$924,397.59"
"211 Encinal Dr, Red Bluff, CA 96080","$1,800.00",3,2,"1,308",$1.38,Encinal Dr,Red Bluff,96080,40.1892099,-122.2434856,"$1,167,660.12"
"1660 El Cerrito Dr, Red Bluff, CA 96080","$2,500.00",4,2,"1,781",$1.40,El Cerrito Dr,Red Bluff,96080,40.1655385,-122.2514083,"$1,621,750.17"
"19035 Bonita Rd, Red Bluff, CA 96080","$3,000.00",3,3,"2,482",$1.21,Bonita Rd,Red Bluff,96080,40.1715152,-122.3311456,"$1,946,100.20"
"1245 Grant St Unit 4, Red Bluff, CA 96080","$1,295.00",2,1,"1,192",$1.09,Grant St Unit 4,Red Bluff,96080,40.1823539,-122.2396056,"$840,066.59"
"144 Brookridge Dr, Red Bluff, CA 96080","$1,550.00",3,2,"1,100",$1.41,Brookridge Dr,Red Bluff,96080,40.156355,-122.231973,"$1,005,485.10"
"21605 Mayfair Dr, Red Bluff, CA 96080","$1,575.00",2,1,"1,100",$1.43,Mayfair Dr,Red Bluff,96080,40.1940257,-122.2269307,"$1,021,702.60"
"1261 S Jackson St Unit D, Red Bluff, CA 96080","$1,390.00",2,2,"1,000",$1.39,S Jackson St Unit D,Red Bluff,96080,40.1595686,-122.2376062,"$901,693.09"
"486 Wiltsey Rd Unit A, Red Bluff, CA 96080","$1,350.00",2,2,990,$1.36,Wiltsey Rd Unit A,Red Bluff,96080,40.1852703,-122.2096181,"$875,745.09"
"420 Roundup Ave, Red Bluff, CA 96080","$1,200.00",1,1,700,$1.71,Roundup Ave,Red Bluff,96080,40.1897101,-122.2126131,"$778,440.08"
"635 David Ave Apt C, Red Bluff, CA 96080","$1,150.00",2,1,800,$1.44,David Ave Apt C,Red Bluff,96080,40.1691516,-122.2523313,"$746,005.08"
"805 Walnut St Unit A, Red Bluff, CA 96080","$1,200.00",0,1,700,$1.71,Walnut St Unit A,Red Bluff,96080,40.1753708,-122.240982,"$778,440.08"
"3630 Oakmont Dr, Clearlake, CA 95422","$3,000.00",3,2,"2,200",$1.36,Oakmont Dr,Clearlake,95422,38.9797652,-122.6959109,"$1,946,100.20"
"5865 Old Highway 53 Unit 15 Cottage (Park Owned), Clearlake, CA 95422","$1,045.00",2,2,800,$1.31,Old Highway 53 Unit 15 Cottage (Park Owned),Clearlake,95422,38.9406497,-122.632448,"$677,891.57"
"5935 Old Highway 53 Unit F, Clearlake, CA 95422",$870.00,1,1,500,$1.74,Old Highway 53 Unit F,Clearlake,95422,38.9402427,-122.6338941,"$564,369.06"
"5865 Old Highway 53 Unit 20, Clearlake, CA 95422",$965.00,2,1,700,$1.38,Old Highway 53 Unit 20,Clearlake,95422,38.9406497,-122.632448,"$625,995.56"
"5865 Old Highway 53 Unit 24 Cottage (Park Owned), Clearlake, CA 95422","$1,045.00",2,1,700,$1.49,Old Highway 53 Unit 24 Cottage (Park Owned),Clearlake,95422,38.9406497,-122.632448,"$677,891.57"
"5755 Old Highway 53 Unit 18 Cottage (Park Owned), Clearlake, CA 95422","$1,040.00",2,1,680,$1.53,Old Highway 53 Unit 18 Cottage (Park Owned),Clearlake,95422,38.9418516,-122.6335905,"$674,648.07"
"48 Jeanette Way, Watsonville, CA 95076","$5,500.00",3,2,"1,408",$3.91,Jeanette Way,Watsonville,95076,36.9287435,-121.7896239,"$3,567,850.36"
"483 Tuttle Ave, Watsonville, CA 95076","$3,300.00",2,2,"1,038",$3.18,Tuttle Ave,Watsonville,95076,36.9211348,-121.7392045,"$2,140,710.22"
"458 Cloudview Dr, Watsonville, CA 95076","$2,900.00",2,2,"1,314",$2.21,Cloudview Dr,Watsonville,95076,36.9219852,-121.7380523,"$1,881,230.19"
"163 Crestview Ct, Watsonville, CA 95076","$2,900.00",2,2,985,$2.94,Crestview Ct,Watsonville,95076,36.9267068,-121.760918,"$1,881,230.19"
"550 Sand Dollar Dr, Watsonville, CA 95076","$9,500.00",3,3,"2,416",$3.93,Sand Dollar Dr,Watsonville,95076,36.9219525,-121.8537674,"$6,162,650.63"
"1503 Tindall Ranch Rd, Watsonville, CA 95076","$3,800.00",2,3,"1,150",$3.30,Tindall Ranch Rd,Watsonville,95076,37.043112,-121.808744,"$2,465,060.25"
"614 Calle Cuesta, Watsonville, CA 95076","$3,650.00",3,2,"1,323",$2.76,Calle Cuesta,Watsonville,95076,36.9620595,-121.7606149,"$2,367,755.24"
"8 Valle Vista Ct, Watsonville, CA 95076","$3,850.00",3,3,"1,391",$2.77,Valle Vista Ct,Watsonville,95076,36.9105787,-121.7745661,"$2,497,495.26"
"404 Hidden Valley Rd, Royal Oaks, CA 95076","$9,750.00",3,5,"3,730",$2.61,Hidden Valley Rd,Royal Oaks,95076,36.834832,-121.7061507,"$6,324,825.65"
"1209 San Andreas Rd, Watsonville, CA 95076","$5,395.00",3,2,"1,643",$3.28,San Andreas Rd,Watsonville,95076,36.9258645,-121.8477958,"$3,499,736.86"
"12 Carlene Ct, Freedom, CA 95019","$2,495.00",0,1,400,$6.24,Carlene Ct,Freedom,95019,36.9409475,-121.7850378,"$1,618,506.67"
"525 Pini Rd, Watsonville, CA 95076","$2,950.00",1,1,690,$4.28,Pini Rd,Watsonville,95076,36.8679433,-121.716273,"$1,913,665.20"
"15 Dolores Ave Unit B, Watsonville, CA 95076","$3,995.00",3,1,"1,300",$3.07,Dolores Ave Unit B,Watsonville,95076,36.92571,-121.7469003,"$2,591,556.76"
"2594 Kayak Cv, Port Hueneme, CA 93041","$2,800.00",2,2,"1,255",$2.23,Kayak Cv,Port Hueneme,93041,34.1794869,-119.2128379,"$1,816,360.19"
"120 Santa Rosa Ave, Oxnard, CA 93035","$2,300.00",1,1,600,$3.83,Santa Rosa Ave,Oxnard,93035,34.1573651,-119.222489,"$1,492,010.15"
"1501 Holly Ave, Oxnard, CA 93036","$4,400.00",4,3,"2,080",$2.12,Holly Ave,Oxnard,93036,34.2268316,-119.1950113,"$2,854,280.29"
"2186 S E St, Oxnard, CA 93033","$4,300.00",3,3,"2,172",$1.98,S E St,Oxnard,93033,34.1789447,-119.1836439,"$2,789,410.28"
"2541 Cabrillo Way, Oxnard, CA 93030","$4,795.00",5,4,"2,780",$1.72,Cabrillo Way,Oxnard,93030,34.2158395,-119.2041481,"$3,110,516.82"
"1740 Capstan Dr, Oxnard, CA 93035","$2,000.00",1,1,430,$4.65,Capstan Dr,Oxnard,93035,34.1834367,-119.2156605,"$1,297,400.13"
"1834 Fisher Ct, Oxnard, CA 93035","$3,750.00",3,2,"1,770",$2.12,Fisher Ct,Oxnard,93035,34.1826326,-119.2173895,"$2,432,625.25"
"2101 Jamestown Way, Oxnard, CA 93035","$5,350.00",3,3,"1,800",$2.97,Jamestown Way,Oxnard,93035,34.1802847,-119.2294516,"$3,470,545.35"
"3458 N Oxnard Blvd, Oxnard, CA 93036","$4,300.00",4,3,"1,987",$2.16,N Oxnard Blvd,Oxnard,93036,34.2511136,-119.1711847,"$2,789,410.28"
"4541 Falkirk Bay, Oxnard, CA 93035","$4,900.00",2,2,"1,376",$3.56,Falkirk Bay,Oxnard,93035,34.183104,-119.232362,"$3,178,630.32"
"4531 Costa de Oro, Oxnard, CA 93035","$5,350.00",2,2,"1,402",$3.82,Costa de Oro,Oxnard,93035,34.1807553,-119.2317952,"$3,470,545.35"
"4431 Gateshead Bay, Oxnard, CA 93035","$7,500.00",2,2,"1,376",$5.45,Gateshead Bay,Oxnard,93035,34.182527,-119.2307475,"$4,865,250.50"
"3139 Lisbon Ln, Oxnard, CA 93036","$3,850.00",3,3,"1,516",$2.54,Lisbon Ln,Oxnard,93036,34.2480951,-119.1754395,"$2,497,495.26"
"4249 Harbour Island Ln, Oxnard, CA 93035","$3,950.00",3,2,"2,164",$1.83,Harbour Island Ln,Oxnard,93035,34.182671,-119.2287075,"$2,562,365.26"
"2670 Victoria Ave, Port Hueneme, CA 93041","$2,600.00",2,1,856,$3.04,Victoria Ave,Port Hueneme,93041,34.1807465,-119.2206702,"$1,686,620.17"
"2675 Anchor Ave, Port Hueneme, CA 93041","$2,495.00",2,1,806,$3.10,Anchor Ave,Port Hueneme,93041,34.1807,-119.220256,"$1,618,506.67"
"1305 Jamaica Ln Unit 2nd Bdrm(ad3), Oxnard, CA 93030","$1,000.00",1,1,110,$9.09,Jamaica Ln Unit 2nd Bdrm(ad3),Oxnard,93030,34.1949279,-119.1933238,"$648,700.07"
"2655 Anchor Ave, Port Hueneme, CA 93041","$2,550.00",2,1,806,$3.16,Anchor Ave,Port Hueneme,93041,34.1803833,-119.2203566,"$1,654,185.17"
"2632 Anchor Ave, Port Hueneme, CA 93041","$2,650.00",2,1,806,$3.29,Anchor Ave,Port Hueneme,93041,34.1801081,-119.2199478,"$1,719,055.18"
"2571 Yardarm Ave, Port Hueneme, CA 93041","$2,495.00",2,1,895,$2.79,Yardarm Ave,Port Hueneme,93041,34.1791069,-119.2194189,"$1,618,506.67"
"818 Palm Dr Unit C, Oxnard, CA 93030","$1,600.00",1,1,500,$3.20,Palm Dr Unit C,Oxnard,93030,34.2047991,-119.1873301,"$1,037,920.11"
"705 Halyard St, Port Hueneme, CA 93041","$2,300.00",2,1,892,$2.58,Halyard St,Port Hueneme,93041,34.180634,-119.217517,"$1,492,010.15"
"765 Halyard St, Port Hueneme, CA 93041","$2,650.00",2,1,856,$3.10,Halyard St,Port Hueneme,93041,34.1807299,-119.219028,"$1,719,055.18"
"2644 Yardarm Ave, Port Hueneme, CA 93041","$2,400.00",2,1,806,$2.98,Yardarm Ave,Port Hueneme,93041,34.1802785,-119.2190423,"$1,556,880.16"
"795 Seawind Way, Port Hueneme, CA 93041","$4,550.00",4,3,"1,379",$3.30,Seawind Way,Port Hueneme,93041,34.1434509,-119.187514,"$2,951,585.30"
"2615 Tiller Ave, Port Hueneme, CA 93041","$2,550.00",2,1,892,$2.86,Tiller Ave,Port Hueneme,93041,34.1797775,-119.217502,"$1,654,185.17"
"2601 Tiller Ave, Port Hueneme, CA 93041","$2,300.00",2,1,856,$2.69,Tiller Ave,Port Hueneme,93041,34.1795859,-119.2175544,"$1,492,010.15"
"660 W Hemlock St, Port Hueneme, CA 93041","$1,925.00",2,1,806,$2.39,W Hemlock St,Port Hueneme,93041,34.1810649,-119.216252,"$1,248,747.63"
"145 Camarillo Ave, Oxnard, CA 93035","$3,000.00",2,1,"1,100",$2.73,Camarillo Ave,Oxnard,93035,34.1499869,-119.2146653,"$1,946,100.20"
"647 Halyard St, Port Hueneme, CA 93041","$2,025.00",2,1,892,$2.27,Halyard St,Port Hueneme,93041,34.1805868,-119.2160473,"$1,313,617.63"
"659 Halyard St, Port Hueneme, CA 93041","$2,650.00",2,1,892,$2.97,Halyard St,Port Hueneme,93041,34.1806581,-119.2162421,"$1,719,055.18"
"2587 Sextant Ave, Port Hueneme, CA 93041","$2,650.00",2,1,856,$3.10,Sextant Ave,Port Hueneme,93041,34.1792699,-119.2166366,"$1,719,055.18"
"1305 Jamaica Ln Unit Master_Bdrm(ad1), Oxnard, CA 93030","$1,700.00",1,1,217,$7.83,Jamaica Ln Unit Master_Bdrm(ad1),Oxnard,93030,34.1949279,-119.1933238,"$1,102,790.11"
"2616 Cabin Cv, Port Hueneme, CA 93041","$2,795.00",2,2,"1,017",$2.75,Cabin Cv,Port Hueneme,93041,34.1800608,-119.2135662,"$1,813,116.69"
"5325 Surfrider Way, Oxnard, CA 93035","$4,200.00",2,2,"1,440",$2.92,Surfrider Way,Oxnard,93035,34.1938845,-119.2441778,"$2,724,540.28"
"5350 Seabreeze Way, Oxnard, CA 93035","$9,850.00",3,3,"2,820",$3.49,Seabreeze Way,Oxnard,93035,34.191981,-119.2443029,"$6,389,695.65"
"241 Vanderbilt Dr, Oxnard, CA 93036","$2,795.00",3,2,"1,086",$2.57,Vanderbilt Dr,Oxnard,93036,34.225466,-119.1734109,"$1,813,116.69"
"5121 Seabreeze Way, Oxnard, CA 93035","$1,200.00",4,2,"1,838",$0.65,Seabreeze Way,Oxnard,93035,34.1931,-119.2408275,"$778,440.08"
"5225 W Wooley Rd, Oxnard, CA 93035","$2,400.00",1,1,801,$3.00,W Wooley Rd,Oxnard,93035,34.1901365,-119.2420399,"$1,556,880.16"
"5207 Sealane Way, Oxnard, CA 93035","$6,950.00",4,3,"2,150",$3.23,Sealane Way,Oxnard,93035,34.1883161,-119.2414737,"$4,508,465.46"
"701 Caliente Way, Oxnard, CA 93036","$4,800.00",4,3,"1,944",$2.47,Caliente Way,Oxnard,93036,34.2210413,-119.171169,"$3,113,760.32"
"1150 Mandalay Beach Rd, Oxnard, CA 93035","$5,600.00",3,3,"2,099",$2.67,Mandalay Beach Rd,Oxnard,93035,34.1890139,-119.2416947,"$3,632,720.37"
"1410 Marine Way, Oxnard, CA 93035","$1,200.00",4,5,"2,738",$0.44,Marine Way,Oxnard,93035,34.1858147,-119.2411829,"$778,440.08"
"4850 Amalfi Way, Oxnard, CA 93035","$6,500.00",5,4,"3,150",$2.06,Amalfi Way,Oxnard,93035,34.185254,-119.2370344,"$4,216,550.43"
"303 N F St, Oxnard, CA 93030","$3,975.00",3,2,"1,622",$2.45,N F St,Oxnard,93030,34.204728,-119.185353,"$2,578,582.76"
"4830 Amalfi Way, Oxnard, CA 93035","$3,900.00",3,2,"1,152",$3.39,Amalfi Way,Oxnard,93035,34.1853735,-119.2366905,"$2,529,930.26"
"5143 Neptune Sq, Oxnard, CA 93035","$3,575.00",3,2,"1,379",$2.59,Neptune Sq,Oxnard,93035,34.1867607,-119.2412928,"$2,319,102.74"
"2271 Martinique Ln, Oxnard, CA 93035","$4,300.00",2,3,"1,459",$2.95,Martinique Ln,Oxnard,93035,34.177794,-119.233074,"$2,789,410.28"
"123 Walnut Dr, Oxnard, CA 93036","$1,600.00",1,1,350,$4.57,Walnut Dr,Oxnard,93036,34.2409818,-119.1657705,"$1,037,920.11"
"1571 Mandalay Beach Rd, Oxnard, CA 93035","$1,800.00",4,6,"4,680",$0.38,Mandalay Beach Rd,Oxnard,93035,34.1839385,-119.2395487,"$1,167,660.12"
"1984 San Tropez Cir, Oxnard, CA 93035","$3,600.00",2,2,"1,628",$2.21,San Tropez Cir,Oxnard,93035,34.1802129,-119.2350801,"$2,335,320.24"
"4908 Dunes St, Oxnard, CA 93035","$3,975.00",2,3,"1,333",$2.98,Dunes St,Oxnard,93035,34.1912858,-119.2370641,"$2,578,582.76"
"120 S McKinley Ave, Oxnard, CA 93030","$2,600.00",3,1,"1,000",$2.60,S McKinley Ave,Oxnard,93030,34.2024476,-119.1715102,"$1,686,620.17"
"161 N H St, Oxnard, CA 93030","$3,200.00",2,2,876,$3.65,N H St,Oxnard,93030,34.204043,-119.1881445,"$2,075,840.21"
"1138 Oyster Pl, Oxnard, CA 93030","$2,895.00",2,2,"1,222",$2.37,Oyster Pl,Oxnard,93030,34.1928564,-119.1915962,"$1,877,986.69"
"1112 Oyster Pl, Oxnard, CA 93030","$3,700.00",3,3,"1,750",$2.11,Oyster Pl,Oxnard,93030,34.1928508,-119.1912069,"$2,400,190.25"
"81 Santa Monica Ave, Oxnard, CA 93035","$2,500.00",4,3,"2,196",$1.14,Santa Monica Ave,Oxnard,93035,34.1482763,-119.2155049,"$1,621,750.17"
"305 Ocean Dr, Oxnard, CA 93035","$1,200.00",5,3,"2,428",$0.49,Ocean Dr,Oxnard,93035,34.1487205,-119.2157644,"$778,440.08"
"108 Ventura Ave, Oxnard, CA 93035","$4,000.00",3,2,"2,076",$1.93,Ventura Ave,Oxnard,93035,34.1520357,-119.2177527,"$2,594,800.26"
"675 Halyard St, Port Hueneme, CA 93041","$2,650.00",2,1,892,$2.97,Halyard St,Port Hueneme,93041,34.1806423,-119.2166317,"$1,719,055.18"
"2524 Ocean Dr, Oxnard, CA 93035","$5,500.00",3,2,"1,756",$3.13,Ocean Dr,Oxnard,93035,34.1579607,-119.2236382,"$3,567,850.36"
"116 San Clemente Ave, Oxnard, CA 93035","$3,600.00",2,1,870,$4.14,San Clemente Ave,Oxnard,93035,34.1606126,-119.2253497,"$2,335,320.24"
"3600 Ocean Dr, Oxnard, CA 93035","$7,000.00",3,2,"1,157",$6.05,Ocean Dr,Oxnard,93035,34.166301,-119.2298573,"$4,540,900.46"
"3521 Sunset Ln, Oxnard, CA 93035","$6,495.00",4,3,"2,904",$2.24,Sunset Ln,Oxnard,93035,34.1653203,-119.2289094,"$4,213,306.93"
"3721 Sunset Ln, Oxnard, CA 93035","$5,350.00",3,2,"1,300",$4.12,Sunset Ln,Oxnard,93035,34.1683013,-119.230739,"$3,470,545.35"
"3289 Ocean Dr Unit 3, Oxnard, CA 93035","$3,450.00",2,1,800,$4.31,Ocean Dr Unit 3,Oxnard,93035,34.1612864,-119.2269803,"$2,238,015.23"
"336 Highland Dr, Oxnard, CA 93035","$4,200.00",3,2,"1,800",$2.33,Highland Dr,Oxnard,93035,34.15696,-119.2177866,"$2,724,540.28"
"2710 El Dorado Ave Unit D, Oxnard, CA 93033","$2,800.00",2,1,893,$3.14,El Dorado Ave Unit D,Oxnard,93033,34.174284,-119.1486536,"$1,816,360.19"
